Sno,Customer_number,Insurance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Gender
914,1915,no,yes,no,unknown,448.0,1,1,0,unknown,2.0,415.0,57,self-employed,married,primary,M
915,1916,no,yes,no,unknown,127.0,1,1,0,unknown,2.0,104.0,43,admin.,single,secondary,F
916,1917,no,yes,no,unknown,378.0,1,1,0,unknown,2.0,285.0,40,services,single,tertiary,M
917,1918,no,yes,no,unknown,67.0,1,1,0,unknown,2.0,181.0,28,blue-collar,single,secondary,M
918,1919,no,yes,no,unknown,221.0,2,1,0,unknown,2.0,152.0,38,blue-collar,married,unknown,F
919,1920,no,yes,no,unknown,150.0,1,1,0,unknown,2.0,282.0,37,unemployed,divorced,secondary,F
920,1921,no,yes,no,unknown,144.0,2,1,0,unknown,2.0,102.0,44,admin.,married,secondary,F
921,1922,no,yes,no,unknown,296.0,2,1,0,unknown,2.0,144.0,41,technician,married,secondary,M
922,1923,no,yes,no,unknown,401.0,2,1,0,unknown,2.0,205.0,37,self-employed,married,tertiary,M
923,1924,no,yes,no,unknown,435.0,2,1,0,unknown,2.0,460.0,30,services,single,tertiary,F
924,1925,no,yes,no,unknown,388.0,1,1,0,unknown,2.0,297.0,32,blue-collar,married,secondary,M
925,1926,no,yes,no,unknown,245.0,1,1,0,unknown,2.0,429.0,30,management,single,tertiary,M
926,1927,no,no,no,unknown,143.0,1,1,0,unknown,2.0,404.0,35,services,married,secondary,M
927,1928,no,yes,no,unknown,223.0,2,1,0,unknown,2.0,298.0,55,blue-collar,married,secondary,M
928,1929,no,yes,no,unknown,423.0,1,1,0,unknown,2.0,492.0,52,blue-collar,married,secondary,M
929,1930,no,yes,yes,unknown,231.0,1,1,0,unknown,2.0,200.0,33,admin.,married,secondary,F
930,1931,no,yes,yes,unknown,634.0,2,1,0,unknown,2.0,299.0,55,retired,married,primary,M
931,1932,no,no,no,unknown,107.0,1,1,0,unknown,2.0,182.0,33,blue-collar,married,secondary,F
932,1933,yes,yes,yes,unknown,227.0,1,1,0,unknown,2.0,236.0,40,blue-collar,married,secondary,F
933,1934,yes,yes,no,unknown,69.0,1,1,0,unknown,2.0,192.0,39,blue-collar,married,secondary,F
934,1935,no,yes,no,unknown,799.0,1,1,0,unknown,2.0,227.0,54,blue-collar,married,secondary,F
935,1936,no,yes,no,unknown,109.0,1,1,0,unknown,2.0,195.0,39,blue-collar,married,primary,F
936,1937,no,yes,no,unknown,127.0,1,1,0,unknown,2.0,143.0,49,blue collar,married,secondary,M
937,1938,no,yes,no,unknown,120.0,1,1,0,unknown,2.0,270.0,52,admin.,married,secondary,F
938,1939,no,yes,yes,unknown,68.0,3,1,0,unknown,2.0,482.0,27,management,single,tertiary,F
939,1940,no,yes,no,unknown,180.0,2,1,0,unknown,2.0,260.0,26,services,married,secondary,M
940,1941,no,yes,no,unknown,112.0,3,1,0,unknown,2.0,225.0,40,blue-collar,married,secondary,M
941,1942,yes,yes,no,unknown,444.0,1,1,0,unknown,2.0,125.0,47,blue-collar,married,secondary,M
942,1943,no,no,no,unknown,246.0,2,1,0,unknown,2.0,124.0,31,services,single,secondary,M
943,1944,no,yes,yes,unknown,259.0,4,1,0,unknown,2.0,158.0,53,blue-collar,single,secondary,M
944,1945,no,yes,no,unknown,223.0,3,1,0,unknown,2.0,361.0,31,services,married,secondary,M
945,1946,no,yes,no,unknown,566.0,2,-2,0,unknown,2.0,404.0,33,admin.,married,secondary,F
946,1947,no,no,no,unknown,274.0,2,1,0,unknown,2.0,185.0,35,services,married,secondary,M
947,1948,no,yes,no,unknown,49.0,3,1,0,unknown,2.0,440.0,46,entrepreneur,married,unknown,F
948,1949,no,no,no,unknown,380.0,2,1,0,unknown,2.0,194.0,31,management,married,secondary,M
949,1950,no,yes,no,unknown,138.0,1,1,0,unknown,2.0,461.0,35,technician,single,secondary,M
950,1951,no,yes,yes,unknown,376.0,2,1,0,unknown,2.0,448.0,29,management,married,secondary,M
951,1952,no,yes,no,unknown,421.0,2,1,0,unknown,2.0,278.0,51,technician,married,secondary,F
952,1953,no,yes,no,unknown,121.0,2,1,0,unknown,2.0,267.0,33,blue-collar,married,primary,M
953,1954,no,no,no,unknown,36.0,1,1,0,unknown,2.0,314.0,37,management,married,tertiary,M
954,1955,no,yes,no,unknown,328.0,2,1,0,unknown,2.0,345.0,43,admin.,single,unknown,M
955,1956,no,yes,no,unknown,19.0,1,1,0,unknown,2.0,395.0,42,technician,married,tertiary,M
956,1957,no,yes,yes,unknown,866.0,2,1,0,unknown,2.0,197.0,28,blue-collar,married,secondary,F
957,1958,no,yes,no,unknown,229.0,3,1,0,unknown,2.0,425.0,57,retired,married,secondary,F
958,1959,no,yes,no,unknown,154.0,2,1,0,unknown,2.0,134.0,38,services,married,secondary,F
959,1960,no,yes,no,unknown,56.0,1,1,0,unknown,2.0,334.0,39,blue-collar,married,primary,M
960,1961,no,yes,no,unknown,1581.0,2,1,0,unknown,2.0,282.0,36,technician,married,tertiary,M
961,1962,no,yes,no,unknown,117.0,1,1,0,unknown,2.0,240.0,57,retired,married,tertiary,M
962,1963,no,yes,no,unknown,185.0,1,1,0,unknown,2.0,490.0,44,management,married,unknown,F
963,1964,no,yes,yes,unknown,202.0,1,1,0,unknown,2.0,217.0,48,services,divorced,secondary,M
964,1965,no,yes,no,unknown,279.0,1,1,0,unknown,2.0,446.0,46,blue-collar,married,primary,M
965,1966,no,no,no,unknown,180.0,5,1,0,unknown,2.0,479.0,43,admin.,married,secondary,M
966,1967,no,yes,no,unknown,218.0,4,1,0,unknown,2.0,325.0,49,services,married,secondary,F
967,1968,no,yes,no,unknown,129.0,5,1,0,unknown,2.0,198.0,29,services,single,secondary,F
968,1969,no,yes,no,unknown,530.0,2,1,0,unknown,2.0,232.0,53,blue-collar,married,secondary,F
969,1970,no,yes,no,unknown,104.0,2,1,0,unknown,2.0,108.0,30,services,single,secondary,F
970,1971,no,yes,no,unknown,60.0,1,1,0,unknown,2.0,304.0,41,management,divorced,secondary,M
971,1972,no,yes,no,unknown,432.0,1,1,0,unknown,2.0,143.0,33,technician,married,secondary,M
972,1973,no,yes,no,unknown,113.0,1,1,0,unknown,2.0,119.0,47,blue-collar,married,primary,F
973,1974,no,yes,no,unknown,516.0,1,1,0,unknown,2.0,391.0,58,retired,married,secondary,M
974,1975,no,yes,no,unknown,179.0,2,1,0,unknown,2.0,366.0,31,unemployed,married,secondary,F
975,1976,no,yes,yes,unknown,125.0,2,1,0,unknown,2.0,499.0,38,admin.,single,secondary,M
976,1977,no,yes,yes,unknown,386.0,2,1,0,unknown,2.0,146.0,60,retired,married,secondary,M
977,1978,no,no,no,unknown,262.0,2,1,0,unknown,2.0,107.0,33,management,single,tertiary,M
978,1979,no,yes,no,unknown,396.0,2,1,0,unknown,2.0,444.0,33,unemployed,single,tertiary,M
979,1980,no,yes,no,unknown,294.0,2,1,0,unknown,2.0,203.0,52,admin.,married,primary,M
980,1981,no,yes,no,unknown,171.0,2,1,0,unknown,2.0,173.0,42,blue-collar,married,primary,F
981,1982,no,yes,no,unknown,614.0,2,1,0,unknown,2.0,126.0,30,technician,single,secondary,M
982,1983,no,yes,no,unknown,118.0,3,1,0,unknown,2.0,374.0,33,entrepreneur,divorced,tertiary,M
983,1984,no,yes,no,unknown,485.0,4,1,0,unknown,2.0,328.0,46,admin.,divorced,secondary,F
984,1985,no,yes,no,unknown,406.0,2,1,0,unknown,2.0,361.0,51,blue-collar,married,primary,F
985,1986,no,yes,no,unknown,287.0,1,1,0,unknown,2.0,301.0,40,unemployed,single,secondary,M
986,1987,no,yes,no,unknown,216.0,2,1,0,unknown,2.0,165.0,50,admin.,married,secondary,M
987,1988,no,yes,yes,unknown,650.0,1,1,0,unknown,2.0,293.0,42,entrepreneur,married,tertiary,M
988,1989,no,no,no,unknown,55.0,1,1,0,unknown,2.0,393.0,38,technician,married,secondary,M
989,1990,no,yes,no,unknown,371.0,2,1,0,unknown,2.0,170.0,36,admin.,single,primary,M
990,1991,no,yes,no,unknown,166.0,1,1,0,unknown,2.0,366.0,37,unemployed,divorced,primary,M
991,1992,no,yes,no,unknown,48.0,1,1,0,unknown,2.0,205.0,33,management,married,tertiary,M
992,1993,no,yes,no,unknown,72.0,1,1,0,unknown,2.0,278.0,38,blue-collar,single,secondary,F
993,1994,no,yes,no,unknown,55.0,1,1,0,unknown,2.0,338.0,52,blue-collar,married,tertiary,M
994,1995,no,yes,yes,unknown,144.0,1,1,0,unknown,2.0,464.0,29,blue-collar,married,secondary,M
995,1996,no,yes,no,unknown,474.0,1,1,0,unknown,2.0,253.0,37,blue-collar,married,primary,M
996,1997,no,yes,no,unknown,559.0,1,1,0,unknown,2.0,122.0,34,admin.,married,secondary,F
997,1998,no,yes,no,unknown,261.0,1,1,0,unknown,2.0,490.0,43,blue-collar,married,primary,M
998,1999,no,yes,no,unknown,1101.0,1,1,0,unknown,2.0,233.0,49,services,married,secondary,M
999,2000,no,no,no,unknown,236.0,2,1,0,unknown,2.0,119.0,33,technician,single,secondary,F
1000,2001,no,yes,no,unknown,164.0,1,1,0,unknown,2.0,335.0,47,admin.,married,unknown,F
1001,2002,no,no,no,unknown,93.0,1,1,0,unknown,2.0,106.0,50,technician,married,secondary,F
1002,2003,no,yes,no,unknown,912.0,2,1,0,unknown,2.0,291.0,30,blue-collar,single,primary,F
1003,2004,no,yes,no,unknown,179.0,2,1,0,unknown,2.0,284.0,44,services,married,primary,F
1004,2005,no,yes,no,unknown,485.0,1,1,0,unknown,2.0,384.0,44,blue-collar,divorced,secondary,F
1005,2006,no,yes,no,unknown,206.0,2,1,0,unknown,2.0,202.0,30,services,single,secondary,M
1006,2007,no,yes,no,unknown,311.0,1,1,0,unknown,2.0,436.0,40,blue-collar,married,unknown,M
1007,2008,no,yes,no,unknown,690.0,2,1,0,unknown,2.0,339.0,41,blue-collar,married,unknown,M
1008,2009,no,yes,no,unknown,362.0,1,1,0,unknown,2.0,303.0,34,blue-collar,married,primary,M
1009,2010,no,yes,no,unknown,274.0,1,1,0,unknown,2.0,225.0,53,services,married,primary,F
1010,2011,no,yes,no,unknown,163.0,1,1,0,unknown,2.0,260.0,35,blue-collar,married,primary,M
1011,2012,no,yes,yes,unknown,345.0,1,1,0,unknown,2.0,411.0,34,technician,divorced,secondary,M
1012,2013,no,yes,no,unknown,329.0,1,1,0,unknown,2.0,455.0,39,admin.,single,secondary,M
1013,2014,no,yes,no,unknown,68.0,1,1,0,unknown,2.0,350.0,39,management,single,tertiary,M
1014,2015,no,yes,no,unknown,143.0,3,1,0,unknown,2.0,261.0,52,services,divorced,secondary,M
1015,2016,no,yes,no,unknown,1062.0,1,1,0,unknown,2.0,231.0,34,blue-collar,married,secondary,F
1016,2017,no,yes,no,unknown,71.0,1,1,0,unknown,2.0,415.0,37,blue-collar,divorced,primary,F
1017,2018,no,yes,no,unknown,106.0,1,1,0,unknown,2.0,185.0,39,admin.,married,secondary,F
1018,2019,no,yes,no,unknown,688.0,2,1,0,unknown,2.0,464.0,52,entrepreneur,divorced,primary,M
1019,2020,no,yes,no,unknown,103.0,3,1,0,unknown,2.0,380.0,35,blue-collar,married,primary,M
1020,2021,no,yes,no,unknown,349.0,2,1,0,unknown,2.0,108.0,36,entrepreneur,married,tertiary,F
1021,2022,no,yes,no,unknown,78.0,5,1,0,unknown,2.0,225.0,48,technician,married,secondary,M
1022,2023,no,yes,no,unknown,194.0,1,1,0,unknown,2.0,322.0,31,admin.,divorced,secondary,F
1023,2024,no,yes,yes,unknown,224.0,5,1,0,unknown,2.0,333.0,43,technician,divorced,tertiary,F
1024,2025,no,yes,no,unknown,98.0,1,1,0,unknown,2.0,283.0,43,blue-collar,single,primary,M
1025,2026,no,yes,yes,unknown,607.0,1,1,0,unknown,2.0,292.0,39,blue-collar,married,secondary,M
1026,2027,no,yes,no,unknown,398.0,1,1,0,unknown,2.0,485.0,40,technician,married,primary,F
1027,2028,no,no,no,unknown,103.0,2,1,0,unknown,2.0,382.0,58,management,married,tertiary,M
1028,2029,no,yes,no,unknown,241.0,2,1,0,unknown,2.0,404.0,31,blue-collar,married,primary,F
1029,2030,no,yes,yes,unknown,203.0,1,1,0,unknown,2.0,136.0,41,blue collar,married,secondary,F
1030,2031,no,yes,no,unknown,96.0,3,1,0,unknown,2.0,430.0,37,management,married,tertiary,M
1031,2032,no,yes,yes,unknown,238.0,3,1,0,unknown,2.0,131.0,44,services,divorced,secondary,M
1032,2033,no,yes,yes,unknown,153.0,3,1,0,unknown,2.0,490.0,37,technician,married,tertiary,F
1033,2034,no,yes,no,unknown,481.0,1,1,0,unknown,2.0,226.0,39,blue-collar,married,primary,M
1034,2035,no,yes,no,unknown,2177.0,4,1,0,unknown,2.0,270.0,41,blue-collar,single,secondary,F
1035,2036,no,yes,no,unknown,119.0,3,1,0,unknown,2.0,439.0,52,blue-collar,divorced,primary,F
1036,2037,no,yes,yes,unknown,245.0,2,1,0,unknown,2.0,310.0,29,blue-collar,single,primary,M
1037,2038,no,no,no,unknown,152.0,2,1,0,unknown,2.0,198.0,60,blue-collar,divorced,secondary,M
1038,2039,no,no,no,unknown,418.0,2,1,0,unknown,2.0,101.0,32,technician,married,secondary,F
1039,2040,no,yes,no,unknown,198.0,2,1,0,unknown,2.0,467.0,50,services,single,primary,M
1040,2041,no,yes,yes,unknown,198.0,2,1,0,unknown,2.0,153.0,56,blue-collar,married,primary,F
1041,2042,no,yes,no,unknown,374.0,1,1,0,unknown,2.0,384.0,48,admin.,married,secondary,F
1042,2043,no,no,no,unknown,51.0,1,1,0,unknown,2.0,432.0,29,blue-collar,married,primary,M
1043,2044,no,yes,yes,unknown,263.0,1,1,0,unknown,2.0,433.0,40,blue-collar,married,secondary,M
1044,2045,no,yes,no,unknown,229.0,2,1,0,unknown,2.0,424.0,42,admin.,divorced,secondary,M
1045,2046,no,yes,no,unknown,154.0,2,1,0,unknown,2.0,155.0,34,blue-collar,married,secondary,F
1046,2047,no,yes,no,unknown,278.0,6,1,0,unknown,2.0,421.0,23,management,single,tertiary,F
1047,2048,no,yes,yes,unknown,306.0,5,1,0,unknown,2.0,299.0,30,technician,single,tertiary,M
1048,2049,no,yes,no,unknown,114.0,2,1,0,unknown,2.0,136.0,51,management,married,primary,F
1049,2050,no,yes,no,unknown,94.0,2,-2,0,unknown,2.0,470.0,52,technician,single,secondary,M
1050,2051,no,yes,no,unknown,208.0,2,1,0,unknown,2.0,144.0,45,technician,married,secondary,M
1051,2052,no,yes,no,unknown,169.0,2,1,0,unknown,2.0,231.0,41,blue-collar,married,secondary,M
1052,2053,no,yes,no,unknown,332.0,2,1,0,unknown,2.0,324.0,27,student,single,secondary,M
1053,2054,no,yes,no,unknown,263.0,6,1,0,unknown,2.0,360.0,50,blue-collar,married,secondary,F
1054,2055,no,yes,no,unknown,353.0,3,1,0,unknown,2.0,188.0,36,blue-collar,married,primary,M
1055,2056,no,yes,no,unknown,108.0,6,1,0,unknown,2.0,466.0,46,blue-collar,married,primary,F
1056,2057,no,yes,no,unknown,441.0,2,1,0,unknown,2.0,187.0,44,blue-collar,married,primary,M
1057,2058,no,yes,no,unknown,46.0,3,1,0,unknown,2.0,342.0,47,blue-collar,married,secondary,M
1058,2059,no,yes,no,unknown,266.0,2,1,0,unknown,2.0,163.0,40,blue-collar,married,secondary,M
1059,2060,no,yes,no,unknown,223.0,2,1,0,unknown,2.0,445.0,36,services,single,secondary,M
1060,2061,no,yes,no,unknown,105.0,2,1,0,unknown,2.0,387.0,46,blue-collar,married,secondary,M
1061,2062,no,yes,no,unknown,165.0,3,1,0,unknown,2.0,306.0,58,technician,married,secondary,M
1062,2063,no,yes,no,unknown,381.0,2,1,0,unknown,2.0,347.0,30,technician,divorced,tertiary,M
1063,2064,no,yes,no,unknown,228.0,3,1,0,unknown,2.0,110.0,43,blue-collar,married,secondary,M
1064,2065,no,yes,no,unknown,128.0,2,1,0,unknown,2.0,361.0,29,services,single,secondary,M
1065,2066,no,yes,no,unknown,764.0,3,1,0,unknown,2.0,345.0,41,management,married,tertiary,F
1066,2067,no,yes,no,unknown,113.0,3,1,0,unknown,2.0,494.0,44,entrepreneur,married,primary,M
1067,2068,no,yes,yes,unknown,396.0,4,1,0,unknown,2.0,100.0,44,services,divorced,secondary,M
1068,2069,no,yes,no,unknown,133.0,3,1,0,unknown,2.0,431.0,59,blue-collar,married,primary,F
1069,2070,no,yes,no,unknown,42.0,2,1,0,unknown,2.0,354.0,39,management,single,unknown,M
1070,2071,no,no,no,unknown,234.0,4,1,0,unknown,2.0,255.0,42,management,married,secondary,M
1071,2072,no,no,no,unknown,297.0,3,1,0,unknown,2.0,364.0,31,admin.,married,secondary,F
1072,2073,no,yes,no,unknown,50.0,2,1,0,unknown,2.0,444.0,29,unknown,single,primary,F
1073,2074,no,yes,no,unknown,214.0,2,1,0,unknown,2.0,433.0,39,blue-collar,single,secondary,F
1074,2075,no,yes,no,unknown,110.0,2,1,0,unknown,2.0,373.0,44,blue-collar,married,primary,F
1075,2076,no,yes,no,unknown,99.0,2,1,0,unknown,2.0,243.0,49,services,single,primary,F
1076,2077,no,yes,no,unknown,274.0,4,1,0,unknown,2.0,293.0,39,housemaid,married,secondary,M
1077,2078,no,yes,no,unknown,191.0,4,1,0,unknown,2.0,116.0,27,blue-collar,single,secondary,F
1078,2079,no,yes,no,unknown,305.0,3,1,0,unknown,2.0,261.0,56,management,married,primary,M
1079,2080,no,yes,no,unknown,134.0,2,1,0,unknown,2.0,240.0,43,technician,married,tertiary,M
1080,2081,no,no,no,unknown,112.0,4,1,0,unknown,2.0,158.0,37,self-employed,married,primary,M
1081,2082,no,yes,no,unknown,283.0,3,1,0,unknown,2.0,154.0,54,technician,single,secondary,M
1082,2083,no,yes,yes,unknown,353.0,4,1,0,unknown,2.0,277.0,38,blue-collar,married,secondary,M
1083,2084,no,yes,no,unknown,212.0,2,1,0,unknown,2.0,400.0,31,blue-collar,married,primary,F
1084,2085,no,yes,no,unknown,225.0,2,1,0,unknown,2.0,485.0,34,blue-collar,married,secondary,F
1085,2086,no,yes,no,unknown,283.0,1,1,0,unknown,2.0,169.0,35,admin.,married,primary,M
1086,2087,no,yes,no,unknown,1273.0,1,1,0,unknown,2.0,108.0,44,blue-collar,single,unknown,M
1087,2088,no,yes,no,unknown,1574.0,2,1,0,unknown,1.0,285.0,30,blue-collar,married,secondary,M
1088,2089,no,yes,no,unknown,139.0,3,1,0,unknown,2.0,158.0,51,technician,married,secondary,M
1089,2090,no,yes,no,unknown,228.0,2,1,0,unknown,2.0,188.0,37,blue-collar,married,primary,F
1090,2091,no,yes,no,unknown,62.0,5,1,0,unknown,2.0,429.0,39,blue-collar,married,tertiary,M
1091,2092,no,yes,no,unknown,256.0,3,1,0,unknown,2.0,175.0,33,management,single,tertiary,F
1092,2093,no,yes,no,unknown,564.0,3,1,0,unknown,2.0,159.0,37,management,divorced,tertiary,M
1093,2094,no,yes,no,unknown,245.0,2,1,0,unknown,2.0,307.0,46,blue-collar,single,secondary,M
1094,2095,no,yes,no,unknown,161.0,2,1,0,unknown,2.0,350.0,32,admin.,married,secondary,M
1095,2096,no,yes,no,unknown,79.0,4,1,0,unknown,2.0,187.0,43,entrepreneur,married,primary,F
1096,2097,no,yes,no,unknown,152.0,3,1,0,unknown,2.0,490.0,59,housemaid,divorced,unknown,F
1097,2098,no,yes,no,unknown,591.0,3,1,0,unknown,2.0,106.0,46,admin.,married,primary,M
1098,2099,no,yes,no,unknown,113.0,2,1,0,unknown,2.0,379.0,47,blue-collar,married,primary,F
1099,2100,no,yes,no,unknown,193.0,3,1,0,unknown,2.0,208.0,31,services,single,secondary,M
1100,2101,no,yes,no,unknown,299.0,2,1,0,unknown,2.0,123.0,30,blue-collar,married,primary,F
1101,2102,no,no,no,unknown,348.0,3,1,0,unknown,2.0,145.0,38,blue collar,married,primary,M
1102,2103,no,yes,yes,unknown,103.0,4,1,0,unknown,2.0,172.0,44,blue-collar,single,secondary,M
1103,2104,no,yes,no,unknown,253.0,8,1,0,unknown,2.0,473.0,52,technician,married,unknown,M
1104,2105,no,no,no,unknown,127.0,2,1,0,unknown,2.0,474.0,29,services,single,secondary,M
1105,2106,no,yes,no,unknown,244.0,7,1,0,unknown,2.0,441.0,43,admin.,married,tertiary,M
1106,2107,no,yes,no,unknown,157.0,6,1,0,unknown,2.0,132.0,47,technician,married,primary,F
1107,2108,no,yes,no,unknown,548.0,2,1,0,unknown,2.0,171.0,43,blue-collar,married,primary,M
1108,2109,no,yes,no,unknown,114.0,3,1,0,unknown,2.0,114.0,52,blue-collar,divorced,primary,M
1109,2110,no,yes,no,unknown,126.0,5,1,0,unknown,2.0,416.0,32,services,single,secondary,F
1110,2111,no,yes,no,unknown,161.0,3,1,0,unknown,2.0,151.0,40,admin.,single,secondary,F
1111,2112,no,yes,yes,unknown,333.0,1,1,0,unknown,2.0,471.0,57,technician,divorced,secondary,F
1112,2113,no,yes,no,unknown,155.0,1,1,0,unknown,2.0,135.0,30,services,divorced,secondary,M
1113,2114,no,yes,yes,unknown,152.0,3,1,0,unknown,2.0,359.0,48,blue-collar,married,secondary,M
1114,2115,no,yes,yes,unknown,145.0,1,1,0,unknown,2.0,443.0,46,blue-collar,married,secondary,M
1115,2116,no,yes,yes,unknown,66.0,3,1,0,unknown,2.0,278.0,59,retired,divorced,primary,F
1116,2117,yes,yes,no,unknown,123.0,2,1,0,unknown,2.0,364.0,50,blue-collar,married,primary,F
1117,2118,no,yes,no,unknown,74.0,1,1,0,unknown,2.0,331.0,50,blue-collar,divorced,primary,F
1118,2119,no,yes,no,unknown,248.0,3,1,0,unknown,2.0,438.0,33,blue-collar,divorced,secondary,F
1119,2120,no,yes,no,unknown,130.0,1,1,0,unknown,2.0,418.0,39,technician,single,unknown,F
1120,2121,no,yes,no,unknown,71.0,1,1,0,unknown,2.0,413.0,57,retired,divorced,secondary,M
1121,2122,no,yes,no,unknown,984.0,1,1,0,unknown,2.0,334.0,49,blue-collar,married,unknown,F
1122,2123,no,yes,no,unknown,252.0,1,1,0,unknown,2.0,226.0,41,blue-collar,married,primary,M
1123,2124,no,yes,no,unknown,84.0,2,1,0,unknown,2.0,116.0,43,technician,married,primary,M
1124,2125,no,yes,yes,unknown,1689.0,4,1,0,unknown,1.0,137.0,29,management,married,tertiary,F
1125,2126,no,yes,no,unknown,130.0,4,1,0,unknown,2.0,414.0,56,services,married,primary,F
1126,2127,no,yes,no,unknown,489.0,2,1,0,unknown,2.0,400.0,46,technician,married,secondary,M
1127,2128,no,yes,no,unknown,41.0,3,1,0,unknown,2.0,481.0,42,blue-collar,married,primary,M
1128,2129,no,no,no,unknown,159.0,3,1,0,unknown,2.0,163.0,36,blue-collar,married,primary,F
1129,2130,no,yes,no,unknown,196.0,2,1,0,unknown,2.0,111.0,29,services,married,primary,M
1130,2131,no,yes,no,unknown,276.0,4,1,0,unknown,2.0,155.0,43,admin.,single,secondary,F
1131,2132,no,yes,no,unknown,697.0,2,1,0,unknown,2.0,308.0,48,admin.,married,secondary,F
1132,2133,no,yes,no,unknown,81.0,2,1,0,unknown,2.0,117.0,38,blue-collar,single,primary,F
1133,2134,no,yes,yes,unknown,149.0,1,1,0,unknown,2.0,491.0,46,blue-collar,married,secondary,M
1134,2135,no,yes,no,unknown,281.0,2,1,0,unknown,2.0,327.0,44,blue-collar,married,secondary,F
1135,2136,no,yes,no,unknown,122.0,5,1,0,unknown,2.0,102.0,28,management,married,tertiary,M
1136,2137,no,yes,no,unknown,361.0,2,1,0,unknown,2.0,397.0,28,blue-collar,married,primary,M
1137,2138,no,yes,no,unknown,319.0,3,1,0,unknown,2.0,449.0,36,technician,divorced,secondary,M
1138,2139,no,yes,no,unknown,944.0,3,1,0,unknown,2.0,490.0,37,blue-collar,married,secondary,F
1139,2140,no,yes,no,unknown,282.0,2,1,0,unknown,2.0,357.0,56,management,married,primary,M
1140,2141,no,yes,no,unknown,1102.0,2,1,0,unknown,1.0,160.0,46,blue-collar,single,tertiary,F
1141,2142,no,yes,no,unknown,35.0,3,1,0,unknown,2.0,157.0,34,services,divorced,secondary,M
1142,2143,no,yes,no,unknown,143.0,2,1,0,unknown,2.0,115.0,32,entrepreneur,married,secondary,M
1143,2144,no,yes,yes,unknown,22.0,2,1,0,unknown,2.0,394.0,33,technician,married,secondary,M
1144,2145,no,yes,no,unknown,90.0,2,1,0,unknown,2.0,150.0,36,services,single,secondary,M
1145,2146,no,yes,no,unknown,17.0,2,1,0,unknown,2.0,406.0,35,services,married,secondary,F
1146,2147,no,yes,no,unknown,404.0,5,1,0,unknown,2.0,488.0,44,admin.,single,secondary,M
1147,2148,no,yes,no,unknown,238.0,2,1,0,unknown,2.0,242.0,37,technician,married,secondary,F
1148,2149,no,yes,no,unknown,71.0,4,1,0,unknown,2.0,142.0,48,admin.,divorced,secondary,F
1149,2150,no,yes,no,unknown,309.0,2,1,0,unknown,2.0,392.0,38,blue-collar,married,secondary,M
1150,2151,no,yes,no,unknown,408.0,3,1,0,unknown,2.0,462.0,44,technician,married,secondary,F
1151,2152,no,yes,no,unknown,128.0,4,1,0,unknown,2.0,409.0,31,admin.,divorced,secondary,M
1152,2153,no,yes,no,unknown,297.0,3,-2,0,unknown,2.0,452.0,35,management,divorced,tertiary,F
1153,2154,no,yes,yes,unknown,280.0,3,1,0,unknown,2.0,222.0,54,technician,divorced,secondary,F
1154,2155,no,yes,no,unknown,374.0,2,1,0,unknown,2.0,185.0,28,admin.,single,secondary,M
1155,2156,no,yes,no,unknown,365.0,4,1,0,unknown,2.0,123.0,38,unemployed,married,primary,F
1156,2157,no,yes,no,unknown,177.0,3,1,0,unknown,2.0,232.0,48,technician,married,secondary,M
1157,2158,no,yes,no,unknown,238.0,3,1,0,unknown,2.0,326.0,31,blue-collar,married,tertiary,F
1158,2159,no,no,no,unknown,425.0,6,1,0,unknown,2.0,475.0,59,retired,married,unknown,M
1159,2160,no,yes,no,unknown,77.0,2,1,0,unknown,2.0,485.0,29,admin.,single,secondary,F
1160,2161,no,yes,no,unknown,223.0,2,1,0,unknown,2.0,184.0,28,blue-collar,married,secondary,F
1161,2162,no,yes,no,unknown,201.0,2,1,0,unknown,2.0,375.0,50,blue-collar,married,primary,M
1162,2163,no,yes,no,unknown,239.0,2,1,0,unknown,2.0,202.0,31,self-employed,single,tertiary,F
1163,2164,no,yes,yes,unknown,308.0,3,1,0,unknown,2.0,154.0,32,admin.,single,secondary,M
1164,2165,no,yes,no,unknown,137.0,2,1,0,unknown,2.0,156.0,30,services,married,secondary,F
1165,2166,no,yes,no,unknown,162.0,2,1,0,unknown,2.0,467.0,32,management,single,tertiary,F
1166,2167,no,yes,no,unknown,134.0,1,1,0,unknown,2.0,268.0,29,technician,single,secondary,M
1167,2168,no,yes,no,unknown,175.0,5,1,0,unknown,2.0,298.0,30,admin.,divorced,secondary,F
1168,2169,no,yes,no,unknown,125.0,3,1,0,unknown,2.0,249.0,34,management,married,primary,M
1169,2170,yes,yes,no,unknown,211.0,3,1,0,unknown,2.0,375.0,34,blue-collar,single,secondary,F
1170,2171,no,yes,no,unknown,67.0,1,1,0,unknown,2.0,172.0,41,blue-collar,married,primary,F
1171,2172,no,yes,no,unknown,156.0,1,1,0,unknown,2.0,259.0,36,blue-collar,married,secondary,M
1172,2173,no,yes,no,unknown,943.0,2,1,0,unknown,1.0,245.0,31,technician,single,tertiary,F
1173,2174,no,no,no,unknown,813.0,1,1,0,unknown,1.0,281.0,39,blue-collar,married,primary,F
1174,2175,no,yes,no,unknown,178.0,1,1,0,unknown,2.0,233.0,36,technician,married,secondary,F
